"","target","period","fincome"
"126","Germany","2005",9.20014396484873
"127","Germany","2006",9.22788535467034
"128","Germany","2007",9.25505041423343
"129","Germany","2008",9.25542682873821
"130","Germany","2009",9.2136925471536
"131","Germany","2010",9.23110743601449
"132","Germany","2011",9.24055885949016
"133","Germany","2012",9.23278773416995
"134","Germany","2013",9.23381487712117
"135","Germany","2014",9.2495221420635
"136","Germany","2015",9.27261633545949
"137","Germany","2016",9.29102927082323
"138","Germany","2017",9.31596076386326
"139","Germany","2018",9.33526310368078
"140","Germany","2019",9.35213815366694
"141","Greece","1992",9.14363743016923
"142","Greece","1993",9.14161061587134
"143","Greece","1994",9.16874142987698
"144","Greece","1995",9.19211958710732
"145","Greece","1996",9.2092855358321
"146","Greece","1997",9.2384072852055
"147","Greece","1998",9.26809029639481
"148","Greece","1999",9.29754615423455
"149","Greece","2000",9.33574172773174
"150","Greece","2001",9.35622541679583
"151","Greece","2002",9.36634659778414
"152","Greece","2003",9.37665105269079
"153","Greece","2004",9.3991606909958
"154","Greece","2005",9.41763585138263
"155","Greece","2006",9.44696483016041
"156","Greece","2007",9.47450327177507
"157","Greece","2008",9.47693236391945
"158","Greece","2009",9.43159829060198
"159","Greece","2010",9.45539468768753
"160","Greece","2011",9.47309233820071
"161","Greece","2012",9.46893770430122
"162","Greece","2013",9.47107880010314
"163","Greece","2014",9.48831860914227
"164","Greece","2015",9.50987970099154
"165","Greece","2016",9.5294113961665
"166","Greece","2017",9.55486251385171
"167","Greece","2018",9.57206069754423
"168","Greece","2019",9.58749476705533
"169","Ireland","1992",9.15119051653204
"170","Ireland","1993",9.14870600303667
"171","Ireland","1994",9.17547684050489
"172","Ireland","1995",9.19818366777048
"173","Ireland","1996",9.21500285568654
"174","Ireland","1997",9.2435842014
"175","Ireland","1998",9.27280920278158
"176","Ireland","1999",9.30145635021937
"177","Ireland","2000",9.33901680081335
"178","Ireland","2001",9.35942051260533
"179","Ireland","2002",9.369377155334
"180","Ireland","2003",9.38020194119468
"181","Ireland","2004",9.40257168949342
"182","Ireland","2005",9.42026674393371
"183","Ireland","2006",9.44976197007311
"184","Ireland","2007",9.47700686089771
"185","Ireland","2008",9.48007774201995
"186","Ireland","2009",9.43487362121277
"187","Ireland","2010",9.45736874043356
"188","Ireland","2011",9.47322471656318
"189","Ireland","2012",9.46800850377664
"190","Ireland","2013",9.46963432015049
"191","Ireland","2014",9.48568497234398
"192","Ireland","2015",9.50344005016454
"193","Ireland","2016",9.52264776938872
"194","Ireland","2017",9.54668188576782
"195","Ireland","2018",9.5624760510229
"196","Ireland","2019",9.57709708367443
"197","Italy","1992",8.99470804068748
"198","Italy","1993",8.99355792089673
"199","Italy","1994",9.02172493017596
"200","Italy","1995",9.04450949343673
"201","Italy","1996",9.06268235247312
"202","Italy","1997",9.09399327985923
"203","Italy","1998",9.12585793996238
"204","Italy","1999",9.15759412783132
"205","Italy","2000",9.19596717063528
"206","Italy","2001",9.217017728726
"207","Italy","2002",9.22894806994232
"208","Italy","2003",9.24163708065884
"209","Italy","2004",9.26606680546593
"210","Italy","2005",9.28595958734071
"211","Italy","2006",9.31767011742766
"212","Italy","2007",9.34732114613805
"213","Italy","2008",9.35150993188843
"214","Italy","2009",9.30757442721751
"215","Italy","2010",9.33080984038308
"216","Italy","2011",9.34786921414236
"217","Italy","2012",9.34645087333863
"218","Italy","2013",9.35115515122839
"219","Italy","2014",9.37064797328901
"220","Italy","2015",9.39377672382183
"221","Italy","2016",9.41387157229053
"222","Italy","2017",9.44032820764878
"223","Italy","2018",9.45859361962095
"224","Italy","2019",9.4754892941446
"225","Netherlands","1992",9.11230217150487
"226","Netherlands","1993",9.10934150824791
"227","Netherlands","1994",9.13625413343244
"228","Netherlands","1995",9.15923109223585
"229","Netherlands","1996",9.17571597635313
"230","Netherlands","1997",9.20440636050373
"231","Netherlands","1998",9.23341227680701
"232","Netherlands","1999",9.26185160211401
"233","Netherlands","2000",9.29989738857414
"234","Netherlands","2001",9.32058253100072
"235","Netherlands","2002",9.33161181384018
"236","Netherlands","2003",9.34319471170211
"237","Netherlands","2004",9.366348531334
"238","Netherlands","2005",9.38449638124323
"239","Netherlands","2006",9.41405955788416
"240","Netherlands","2007",9.4411868276011
"241","Netherlands","2008",9.44248835741932
"242","Netherlands","2009",9.39674793632668
"243","Netherlands","2010",9.41964902896061
"244","Netherlands","2011",9.43541349247382
"245","Netherlands","2012",9.43055312068109
"246","Netherlands","2013",9.43248408762125
"247","Netherlands","2014",9.44971474397919
"248","Netherlands","2015",9.4710672967343
"249","Netherlands","2016",9.49015676592639
"250","Netherlands","2017",9.51524257081977
"251","Netherlands","2018",9.5321028921008
"252","Netherlands","2019",9.54736711911373
"253","Portugal","1992",9.1446817571011
"254","Portugal","1993",9.14250532994594
"255","Portugal","1994",9.16970270421671
"256","Portugal","1995",9.19304893300565
"257","Portugal","1996",9.21013357059425
"258","Portugal","1997",9.23927986598111
"259","Portugal","1998",9.26883758422547
"260","Portugal","1999",9.29817061943319
"261","Portugal","2000",9.33638167629243
"262","Portugal","2001",9.35720763773564
"263","Portugal","2002",9.36783564953845
"264","Portugal","2003",9.3792278019574
"265","Portugal","2004",9.40228673634932
"266","Portugal","2005",9.42069639018266
"267","Portugal","2006",9.45068128531846
"268","Portugal","2007",9.47834564981452
"269","Portugal","2008",9.48065793266112
"270","Portugal","2009",9.43514996666906
"271","Portugal","2010",9.457635613023
"272","Portugal","2011",9.47385403716797
"273","Portugal","2012",9.46921757138536
"274","Portugal","2013",9.47113404216748
"275","Portugal","2014",9.48833118803711
"276","Portugal","2015",9.50963180427177
"277","Portugal","2016",9.52884192740566
"278","Portugal","2017",9.55398744351506
"279","Portugal","2018",9.57102996541449
"280","Portugal","2019",9.58635370998133
"281","Spain","1992",9.08421996432382
"282","Spain","1993",9.08260585921597
"283","Spain","1994",9.10989210477936
"284","Spain","1995",9.13293251503274
"285","Spain","1996",9.1495739276034
"286","Spain","1997",9.17837487596913
"287","Spain","1998",9.20714697851854
"288","Spain","1999",9.2354521162308
"289","Spain","2000",9.27259566352775
"290","Spain","2001",9.2919218336219
"291","Spain","2002",9.30112149287753
"292","Spain","2003",9.31062687658459
"293","Spain","2004",9.33292811319298
"294","Spain","2005",9.34962115513455
"295","Spain","2006",9.37846783420963
"296","Spain","2007",9.40538242905952
"297","Spain","2008",9.40711111796642
"298","Spain","2009",9.36116016770598
"299","Spain","2010",9.38547331918504
"300","Spain","2011",9.4033572790571
"301","Spain","2012",9.40038362294091
"302","Spain","2013",9.40350402359976
"303","Spain","2014",9.42084851163201
"304","Spain","2015",9.44070959513406
"305","Spain","2016",9.45900803399281
"306","Spain","2017",9.48392468637638
"307","Spain","2018",9.50064375578742
"308","Spain","2019",9.51575211581137
